md5,title,base_level,prediction,ability,player_count,clear_count,est_level
dfd0e46b94c7bb62e72fb128a24f3d5e,Caffeine Overdose Girl [Another],11.5,0.8814521800756486,4.932514190673828,165.0,161.0,11.5
7600a3199bbade63b070983f51102623,Celeste [Atlantis],11.5,0.8923836559301777,8.681466102600098,168.0,160.0,11.5
ed99e9080cf797ad9dd1635d3e1e9b7c,Brand-New Sky [ANOTHER],11.5,0.8918237435299969,10.683767318725586,75.0,73.0,11.5
ec8ae0a233a5f96ecb6928dfda106f06,Secret Order [ANOTHER],11.5,0.8849633178053342,7.935616970062256,85.0,81.0,11.5
310372ffd72050362763ed477a862274,SpellBound [7KEYS ANOTHER],11.5,0.8963435078878791,6.703046798706055,139.0,133.0,11.5
056e3d6a2cd908666f6387802494883b,Schwerkraft [Planet],11.5,0.8923849663640765,10.155152320861816,100.0,97.0,11.5
900ba4c7fcb22ae4fa3574f07bcaf1fd,FIRST PROMIZE [ANOTHER],11.5,0.8791008498565699,6.28222131729126,163.0,160.0,11.5
dd27ac7a5f59ccee1ebde67c1e52f6dd,Garefowl [Another],11.5,0.8877511602713698,11.344632148742676,125.0,125.0,11.5
28cdea0800cd82cc545dde6b1ef06a52,GAMEBOY [ANOTHER other],11.5,0.8786089921277129,11.50516414642334,227.0,204.0,11.5
e30d8e7e56894d326d88e5bbfe327872,Future MUSiC [rather],11.5,0.8759569781745012,10.224483489990234,69.0,69.0,11.5
db91b19c140138f278f0bd231d8a81d0,Save the Water,11.5,0.8820621955015903,9.02768325805664,65.0,63.0,11.5
81e568078b3951d43c5a87c56cb464fc,scualee [ANOTHER],11.5,0.8855549416545194,3.545180082321167,124.0,111.0,11.5
67cdcfbf6b3ca4d2b22e6213a81d39f7,SHERRY FLIP,11.5,0.8871026738479935,9.358110427856445,50.0,50.0,11.5
522ce11990d09b94e515b653705be4fd,プナイプナイたいそう [SP ANOTHER],11.5,0.8939902117329692,13.422111511230469,85.0,83.0,11.5
05251470b0e850b7956b53ee51c70247,村 [ENT],11.5,0.8848130762731035,8.446789741516113,179.0,168.0,11.5
83e26b26a5ef1ce069ad11d390d164c4,Merry-Go-Round [SP Another],11.5,0.8751726954271115,9.336410522460938,56.0,52.0,11.5
6a9742bbe2de9cdf0f9e5dc0a6a662c3,NEW ANACHRONISM -もう、主人公になれない- (dream side),11.5,0.8802440685968023,10.190942764282227,68.0,68.0,11.5
773cfa22720afd6be5fd3fa2ada540a5,Kurofune [SP another],11.5,0.8831445489218706,10.619508743286133,245.0,225.0,11.5
26eab7f5cfd2aa248c55334c3242e619,Bonus Time [ANOTHER],11.5,0.8951716095200061,7.339746952056885,24.0,24.0,11.5
b17febc972bc22870ef9c461f1a66cd9,z/e,11.5,0.8866189510586631,10.884777069091797,195.0,188.0,11.5
51b5613d5a3b783bc6b8a3bea5e8d7fc,黄昏のメロディア [ANOTHER7],11.5,0.8895415420273407,9.952628135681152,24.0,24.0,11.5
939030fb362e981e99fff29c886fe01b,TECHNO-LOGIC [ANOTHER],11.5,0.8772885295676147,6.092092037200928,143.0,128.0,11.5
060cd782f7c35c2b0f4f31f6e190ad2c,君の色に染まる [幸せの約束],11.5,0.8851363557478337,11.242021560668945,29.0,29.0,11.5
07baa34abf34131ee20ab40b70354037,"Precious!!! [7key,Another]",11.5,0.8908189603689171,13.506402015686035,130.0,121.0,11.5
32f15e4a324ab1a2450913da7f121295,Sunset Toybox [ANOTHER],11.5,0.8935943445301563,7.158590793609619,138.0,135.0,11.5
bdf775009c3f52721ed6687835481f20,the Only one Reverberation feat.波音リツ,11.5,0.8927655489144056,9.932762145996094,71.0,67.0,11.5
151c530571c2d311ff953b7092f1abb8,シグナルほっぴんぐ [Another],11.5,0.8845876775373726,10.18730640411377,259.0,240.0,11.5
ac6f43d502b675cf530b11823c6d8f8d,じゃぱりぱー,11.5,0.8922645570176899,10.816336631774902,160.0,158.0,11.5
94004c2dc16fb21a33dfb8646c97f2e8,Right Back,11.5,0.8941043355372502,10.637968063354492,85.0,81.0,11.5
3acae69d0c160351a942ec28a9249d5a,CLOCKTOWER (SP ANOTHER ),11.5,0.8773976390662457,11.8414306640625,82.0,82.0,11.5
151b1ecec0336cef1d597337c7036922,jellyfish memories [7KEYS ANOTHER],11.5,0.8802358667833993,11.061427116394043,41.0,41.0,11.5
aab1128d8867b5fd8ca5b60bde3bcc3a,H∀TE [ANOTHER],11.5,0.8952030940376193,8.198067665100098,29.0,28.0,11.5
271a8286f788ba1849aa0d2ae24a2df9,"ice valley ""beyond the searoad"" [EXTRA]",11.5,0.8773483718069601,10.576329231262207,103.0,101.0,11.5
20b5f54f74fd298272679493183f8d5f,Aurora [ANOTHER7],11.5,0.8929329679705308,10.47629451751709,171.0,157.0,11.5
eb40839b81944c4c0c028894a94e49f8,Angel's Salad [ANOTHER],11.5,0.8941993969342924,8.530463218688965,245.0,236.0,11.5
07026c7b3111bb4b65b36db269a949cf,Bioinformatics,11.5,0.8767667204435341,10.279545783996582,296.0,273.0,11.5
9134c91427566754a154a7ca87b55762,Babel [ANOTHER],11.5,0.8863998444187906,11.895195960998535,21.0,21.0,11.5
53b47b074b03b421e1ee29cf5db4e6de,ひらりゆらり水鏡 -another-,11.5,0.874657481571389,10.260502815246582,72.0,68.0,11.5
363f1f0e8201f211774942691ab69e0c,Rabbit Tale [7K SHDMix],11.5,0.8760454661226693,6.712432861328125,146.0,135.0,11.5
1c92f941b47220c228b10caa5f54a7c6,Rechronize [ANOTHER],11.5,0.8859625323763134,4.751352787017822,42.0,41.0,11.5
16fbc506283b3630d7c5289deef5a8ec,Oriens,11.5,0.8742436513600257,11.288288116455078,25.0,24.0,11.5
ea6a0501bfd0e33db90b424cde883776,TURNDOWN [PIETHER],11.5,0.8774332900566277,9.770743370056152,143.0,135.0,11.5
697460a22f79651a3c1bce2bc3bb0667,Amethyst Moon [SP Another],11.5,0.8854604416075545,9.45889663696289,49.0,48.0,11.5
54771de79f7787aa3c63aff7f78eff97,Say A Vengeance -Hope-,11.5,0.8737536282135051,10.873957633972168,64.0,63.0,11.500160384575857
eacce744b660550fea3e0727403e6535,Kiss in the dark [SP ANOTHER],11.5,0.8735494015822765,6.401439666748047,114.0,111.0,11.500364611207084
2ba3072c031ff8af0034eccee290ea89,Revenant [Another],11.5,0.8729825802434504,8.063085556030273,59.0,58.0,11.500931432545912
